User-ID,Favorite_Main_Genres,Favorite_Sub_Genres,Favorite_Authors,Average_Rating_Given,Number_of_Books_Rated,Highest_Rated_Genres,Reading_Diversity,Most_Frequently_Read_Genres
275075,"Health, Family & Personal Development|Higher Education Textbooks|Law",Personal Transformation|Social Sciences|Tax Law,Jan Yager|Ernesto ‘Che’ Guevara|Taxmann,4.333333333333333,3,"Health, Family & Personal Development|Law|Higher Education Textbooks",3,"Health, Family & Personal Development|Higher Education Textbooks|Law"
275087,"Comics & Mangas|Crafts, Home & Lifestyle",Comics|Games & Quizzes,SHALINI SRINIVASAN|Gareth Moore,4.0,2,"Crafts, Home & Lifestyle|Comics & Mangas",2,"Comics & Mangas|Crafts, Home & Lifestyle"
275111,Children's Books|Business & Economics|Romance,Geography & Cultures|Industries|Money & Jobs,Wonder House Books|RACHEL RENEE RUSSELL|Joy Bhattacharjya,3.888888888888889,9,Children's Books|Business & Economics|Romance,6,Children's Books|Business & Economics|Romance
275118,Higher Education Textbooks,Social Sciences,Rudrangshu Mukherjee,4.0,1,Higher Education Textbooks,1,Higher Education Textbooks
275154,"Health, Family & Personal Development|Business & Economics|Crafts, Home & Lifestyle",Personal Transformation|Industries|Games & Quizzes,Ashlee Vance|Gareth Moore|T. Biswas,4.5,8,"Children's Books|Crafts, Home & Lifestyle|Science & Mathematics",7,"Health, Family & Personal Development|Business & Economics|Crafts, Home & Lifestyle"
275156,Children's Books,Humour,STILTON GERONIMO,4.0,1,Children's Books,1,Children's Books
275167,Children's Books,Animals & Pets,Wonder House Books,3.5,1,Children's Books,1,Children's Books
275175,"Crafts, Home & Lifestyle|Health, Family & Personal Development|Exam Preparation",Personal Transformation|Professional Certification Exams|Games & Quizzes,James Clear|Madhubala Dr.Parul Goel |Steve the Noob,3.8333333333333335,6,"Crafts, Home & Lifestyle|Computing, Internet & Digital Media|Health, Family & Personal Development",5,"Crafts, Home & Lifestyle|Health, Family & Personal Development|Exam Preparation"
275179,"Health, Family & Personal Development|Comics & Mangas|Children's Books",Personal Transformation|Comics|Traditional Stories,Marc Reklau|SHALINI SRINIVASAN|Maple Press,4.5,3,"Children's Books|Health, Family & Personal Development|Comics & Mangas",3,"Health, Family & Personal Development|Comics & Mangas|Children's Books"
275184,"Crafts, Home & Lifestyle|Science & Mathematics",Lifestyle & Personal Style Guides|Mathematics,Alex Bond|G N Berman,4.0,2,"Science & Mathematics|Crafts, Home & Lifestyle",2,"Crafts, Home & Lifestyle|Science & Mathematics"
275191,Children's Books,Mysteries & Curiosities,Jennifer Lynn Barnes,5.0,1,Children's Books,1,Children's Books
275195,"Fantasy, Horror & Science Fiction",Horror,Sri M,3.5,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
275205,Children's Books,Interactive & Activity Books,Wonder House Books,4.0,1,Children's Books,1,Children's Books
275210,Children's Books|Medicine & Health Sciences|Business & Economics,Mysteries & Curiosities|Administration & Policy|Analysis & Strategy,Enid Blyton|Rick Riordan|Peter M. Ginter,4.1,10,Business & Economics|Exam Preparation|Children's Books,6,Children's Books|Medicine & Health Sciences|Business & Economics
275218,Literature & Fiction,Poetry,Rabindranath Tagore,4.5,1,Literature & Fiction,1,Literature & Fiction
275220,"Literature & Fiction|Fantasy, Horror & Science Fiction",Humour|Horror,Full Sea Books|Mona Awad,3.5,2,"Fantasy, Horror & Science Fiction|Literature & Fiction",2,"Literature & Fiction|Fantasy, Horror & Science Fiction"
275228,Romance,Multicultural & Interracial,Tabitha Lipman,4.0,1,Romance,1,Romance
275234,Higher Education Textbooks,Social Sciences,Professional's,4.5,1,Higher Education Textbooks,1,Higher Education Textbooks
275264,"Arts, Film & Photography",Theater & Ballet,Denise Stone,4.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
275274,"Crafts, Home & Lifestyle|Children's Books|Exam Preparation",Lifestyle & Personal Style Guides|Literature & Fiction|Polytechnics & ITI,Courtney Allison|Maple Press|Priyam Tayal-Pawan kumar Gupta- Pradyumna Kumar,3.5,5,Science & Mathematics|Medicine & Health Sciences|Exam Preparation,5,"Crafts, Home & Lifestyle|Children's Books|Exam Preparation"
275276,"Children's Books|Romance|Computing, Internet & Digital Media",Literature & Fiction|New Adult & College|Programming & Software Development,Murty Sudha|Penelope Douglas|Brad Nunnally,4.5,3,"Computing, Internet & Digital Media|Romance|Children's Books",3,"Children's Books|Romance|Computing, Internet & Digital Media"
275281,Children's Books|Business & Economics|Medicine & Health Sciences,Industries|Administration & Policy|Literature & Fiction,Rick Riordan|Nir Eyal|D. Kirk Hamilton,4.1875,8,Romance|Medicine & Health Sciences|Children's Books,6,Children's Books|Business & Economics|Medicine & Health Sciences
275293,Children's Books,Holidays & Celebrations,Alice Schertle,3.5,1,Children's Books,1,Children's Books
275300,Exam Preparation,Polytechnics & ITI,Arihant Experts,4.0,1,Exam Preparation,1,Exam Preparation
275305,"Children's Books|Exam Preparation|Health, Family & Personal Development",Fantasy|Professional Certification Exams|Personal Transformation,"J.K. Rowling|Deepali Pradeep Shrivastava , Sushil Singh , Sanjeev Dixit , Rajeev Pandey |Robin Sharma",4.666666666666667,3,"Children's Books|Health, Family & Personal Development|Exam Preparation",3,"Children's Books|Exam Preparation|Health, Family & Personal Development"
275306,"Children's Books|Literature & Fiction|Fantasy, Horror & Science Fiction",Short Stories|Literature & Fiction|Fantasy,Sally Thorne|Murty Sudha|J.K. Rowling,4.363636363636363,11,"Fantasy, Horror & Science Fiction|Children's Books|Religion",7,"Children's Books|Literature & Fiction|Fantasy, Horror & Science Fiction"
275316,History,Biographies & Autobiographies,William H. McRaven,5.0,1,History,1,History
275317,Children's Books,Holidays & Celebrations,Peppa Pig,4.0,1,Children's Books,1,Children's Books
275318,"Religion|Crafts, Home & Lifestyle",Jainism|Games & Quizzes,K.C. Lalwani|Gareth Moore,4.5,2,"Religion|Crafts, Home & Lifestyle",2,"Religion|Crafts, Home & Lifestyle"
275321,Society & Social Sciences,Ethnography,Manoj Mitta,4.5,1,Society & Social Sciences,1,Society & Social Sciences
275322,"Language, Linguistics & Writing|Comics & Mangas|Children's Books",Writing Guides|Comics|Animals & Pets,Karan Thapar|Rajani Thindiath|Eric Carle,4.166666666666667,3,"Children's Books|Comics & Mangas|Language, Linguistics & Writing",3,"Language, Linguistics & Writing|Comics & Mangas|Children's Books"
275328,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,4.5,1,Children's Books,1,Children's Books
275332,"Arts, Film & Photography",Theory & Criticism,Rashid Yasin,4.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
275335,"Computing, Internet & Digital Media|Children's Books",Operating Systems|Holidays & Celebrations,William  Rowley|Peppa Pig,3.75,2,"Computing, Internet & Digital Media|Children's Books",2,"Computing, Internet & Digital Media|Children's Books"
275357,Children's Books|Exam Preparation|Higher Education Textbooks,Medical Entrance|Language Learning|Social Sciences,Dr. Vipin Kumar Sharma|Faye Berryman & Phillip O'Carroll|Dr Shefali Tsabary,4.0,6,Children's Books|Exam Preparation|Higher Education Textbooks,4,Children's Books|Exam Preparation|Higher Education Textbooks
275358,Children's Books|Exam Preparation|Sports,"Family, Personal & Social Issues|Arts, Design and Education Exams|Cycling",Sonalika CSR|RPH Editorial Board|Joe Friel,3.5,3,Children's Books|Exam Preparation|Sports,3,Children's Books|Exam Preparation|Sports
275374,"Health, Family & Personal Development",Self-Help,Deepinder Goyal,4.0,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
275375,Children's Books,Computers & Technology,Zack Zombie,4.0,1,Children's Books,1,Children's Books
275377,Children's Books,Education & Reference,Wonder House Books,3.5,1,Children's Books,1,Children's Books
275380,Children's Books,Traditional Stories,Maple Press,5.0,1,Children's Books,1,Children's Books
275383,Comics & Mangas|Higher Education Textbooks,Comics|Social Sciences,Jeff Kinney|Sigmund Freud,4.5,2,Comics & Mangas|Higher Education Textbooks,2,Comics & Mangas|Higher Education Textbooks
275388,Children's Books,Animals & Pets,Judith Kerr,3.0,1,Children's Books,1,Children's Books
275401,"Children's Books|Medicine & Health Sciences|Arts, Film & Photography","Historical Fiction|Cars, Trains & Things That Go|Administration & Policy",Leigh Bardugo|Brianna Caplan Sayres|Peter M. Ginter,4.375,8,"Fantasy, Horror & Science Fiction|Children's Books|Arts, Film & Photography",7,"Children's Books|Medicine & Health Sciences|Arts, Film & Photography"
275412,"Arts, Film & Photography",Theory & Criticism,Michael Oppitz,5.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
275414,Business & Economics,Economics,Morgan Housel,5.0,1,Business & Economics,1,Business & Economics
275419,Literature & Fiction|Teen & Young Adult,Humour|Hobbies & Games,ஷேஹா ஸகி Shehazaki|Collins Puzzles,4.0,2,Literature & Fiction|Teen & Young Adult,2,Literature & Fiction|Teen & Young Adult
275429,Romance,New Adult & College,EMILY HENRY,4.5,1,Romance,1,Romance
275439,"Children's Books|Crafts, Home & Lifestyle|School Books","Games & Quizzes|International School Boards|Crafts, Hobbies & Practical Interests",Dreamland Publications|Oswaal Editorial Board|Wonder House Books,3.8125,8,"Children's Books|School Books|Crafts, Home & Lifestyle",3,"Children's Books|Crafts, Home & Lifestyle|School Books"
275450,Law,Tax Law,Taxmann,4.0,1,Law,1,Law
275455,Children's Books,Interactive & Activity Books,Wonder House Books,4.0,1,Children's Books,1,Children's Books
275459,School Books,International School Boards,Oswaal Editorial Board,4.5,1,School Books,1,School Books
275466,Children's Books,Money & Jobs|Mysteries & Curiosities,Ellie Tragakes|Om Books Editorial Team,3.75,2,Children's Books,1,Children's Books
275473,Children's Books,Sport,Jolly Kids,4.0,1,Children's Books,1,Children's Books
275476,Literature & Fiction,"Crime, Thriller & Mystery",Victoria  Paige,4.0,1,Literature & Fiction,1,Literature & Fiction
275478,Children's Books,Animals & Pets,Eric Carle,4.0,1,Children's Books,1,Children's Books
275481,Sports|Law|Literature & Fiction,"Sporting Events & Organisations|Tax Law|Fantasy, Horror & Science Fiction",Rory Smith|CA Nishant Kumar|Caroline Peckham,3.8333333333333335,3,Literature & Fiction|Sports|Law,3,Sports|Law|Literature & Fiction
275519,Children's Books,"Growing Up & Facts of Life|Fairy Tales, Folk Tales & Myths",Cori Doerrfeld|Rick Riordan,3.75,2,Children's Books,1,Children's Books
275520,"Crafts, Home & Lifestyle|Children's Books|Romance",Games & Quizzes|Lifestyle & Personal Style Guides|Small Town Romance,Alex Bond|Emily McIntire|Wonder House Books,4.357142857142857,7,"Law|Romance|Crafts, Home & Lifestyle",4,"Crafts, Home & Lifestyle|Children's Books|Romance"
275571,Medicine & Health Sciences,Administration & Policy,Peter M. Ginter,4.0,1,Medicine & Health Sciences,1,Medicine & Health Sciences
275573,"Arts, Film & Photography|Children's Books|Engineering","Theory & Criticism|Fairy Tales, Folk Tales & Myths|Music",Wonder House Books|Dan Fox|Pt. Satish Chandra Srivastava,3.5833333333333335,6,"Arts, Film & Photography|Engineering|Children's Books",3,"Arts, Film & Photography|Children's Books|Engineering"
275585,Exam Preparation,Medical Entrance,ALLEN Expert Faculties,3.5,1,Exam Preparation,1,Exam Preparation
275611,"Medicine & Health Sciences|Health, Family & Personal Development|Literature & Fiction",Research|Self-Help|Humour,Sue Malcolm|Dale Carnegie|KAMALA CHANDRAKANT,4.0,3,"Medicine & Health Sciences|Literature & Fiction|Health, Family & Personal Development",3,"Medicine & Health Sciences|Health, Family & Personal Development|Literature & Fiction"
275615,"Computing, Internet & Digital Media",Operating Systems,Jason Cannon,3.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
275619,"Sciences, Technology & Medicine",Mathematics,MTG Editorial Board,3.5,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
275625,"Sciences, Technology & Medicine",Biology & Life Sciences,Robin Wall Kimmerer,3.5,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
275631,"Arts, Film & Photography|Literature & Fiction",Cinema & Broadcast|Humour,Khaled Hosseini|Wonder House Books,4.25,2,"Arts, Film & Photography|Literature & Fiction",2,"Arts, Film & Photography|Literature & Fiction"
275636,Children's Books,"Fantasy, Science Fiction & Horror",J.K. Rowling,3.5,1,Children's Books,1,Children's Books
275638,Children's Books|Business & Economics|Exam Preparation,Industries|Medical Entrance|Language Learning,Dr. Vipin Kumar Sharma|Wonder House Books|Jeff Kinney,4.0,8,Literature & Fiction|Business & Economics|Children's Books,4,Children's Books|Business & Economics|Exam Preparation
275659,Children's Books,Animals & Pets,Eric Carle,4.0,1,Children's Books,1,Children's Books
275670,Children's Books,Picture Books,Om Books Editorial Team,4.0,1,Children's Books,1,Children's Books
275673,History|Comics & Mangas|Children's Books,Ancient|Mangas|Mysteries & Curiosities,Sanjeev Sanyal|Gege Akutami|J.K. Rowling,3.8333333333333335,6,Children's Books|History|School Books,6,History|Comics & Mangas|Children's Books
275674,Children's Books,Humour,Liz Pichon,4.0,1,Children's Books,1,Children's Books
275678,Children's Books|Religion,Interactive & Activity Books|Islam,Wonder House Books|Mufti Muhammad Taqi Usmaani,4.25,2,Children's Books|Religion,2,Children's Books|Religion
275704,"Computing, Internet & Digital Media|Children's Books|Literature & Fiction",Operating Systems|Growing Up & Facts of Life|Humour,Jason Cannon|Rajani Thindiath,3.6666666666666665,3,"Computing, Internet & Digital Media|Children's Books|Literature & Fiction",3,"Computing, Internet & Digital Media|Children's Books|Literature & Fiction"
275744,"Fantasy, Horror & Science Fiction",Fantasy,J.K. Rowling,4.0,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
275758,Children's Books,Holidays & Celebrations,Om Books Editorial Team,4.0,1,Children's Books,1,Children's Books
275761,Children's Books,"Games, Toys & Activities",Zack Zombie,5.0,1,Children's Books,1,Children's Books
275793,Religion|Children's Books,Islam|Animals & Pets,Mufti Muhammad Taqi Usmaani|Eric Carle,5.0,2,Children's Books|Religion,2,Religion|Children's Books
275800,"School Books|Crafts, Home & Lifestyle|Children's Books",International School Boards|Games & Quizzes|History,Oswaal Editorial Board|Steve the Noob|Wonder House Books,4.166666666666667,3,"School Books|Children's Books|Crafts, Home & Lifestyle",3,"School Books|Crafts, Home & Lifestyle|Children's Books"
275803,Medicine & Health Sciences|Literature & Fiction,Reference|Humour,Ramnik Sood|ஷேஹா ஸகி Shehazaki,4.25,2,Medicine & Health Sciences|Literature & Fiction,2,Medicine & Health Sciences|Literature & Fiction
275806,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Fumio Sasaki,5.0,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
275808,Business & Economics,Industries,Joy Bhattacharjya,4.0,1,Business & Economics,1,Business & Economics
275809,Exam Preparation,Medical Entrance,ALLEN Expert Faculties,4.5,1,Exam Preparation,1,Exam Preparation
275815,Children's Books,Money & Jobs,Acharya Prashant,4.5,1,Children's Books,1,Children's Books
275817,Exam Preparation,Medical Entrance,MTG Editorial Board,3.5,1,Exam Preparation,1,Exam Preparation
275821,"Arts, Film & Photography",Cinema & Broadcast,John Truby,4.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
275823,Children's Books,"Games, Toys & Activities",Wonder House Books,4.0,1,Children's Books,1,Children's Books
275828,Children's Books,Growing Up & Facts of Life,Dreamland Publications,5.0,1,Children's Books,1,Children's Books
275829,Politics,Political Ideologies,Vivek Agnihotri,3.0,1,Politics,1,Politics
275836,"Fantasy, Horror & Science Fiction",Horror,Franz Kafka,4.0,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
275838,"Computing, Internet & Digital Media",Internet & Social Media,Ankur Warikoo,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
